UUID,a1,a2,a3,a4,a5,a6,pub_type,name
C88506CD,Graefe,Simmons,White,,,,2,Overpromising%20and%20Underperforming?%20Understanding%20and%20Evaluating%20New%20Intergovernmental%20Accountability%20Regimes
6E9C1D3D,Graefe,Simmons,White,,,,3,Overpromising%20and%20Underperforming?%20Understanding%20and%20Evaluating%20New%20Intergovernmental%20Accountability%20Regimes
DF8BF742,Laver,,,,,,3,Overview:%20Legislatures%20and%20Parliaments%20in%20Comparative%20Context
B85BF2BC,Ruff,,,,,,3,Pacific%20Perspectives%20on%20the%20Canadian%20Confederation:%20British%20Columbias%20Shadows%20and%20Symbols
7AD187A2,Strong-Boag,,,,,,2,Painting%20the%20Maple:%20Race%2C%20Gender%20and%20the%20Construction%20of%20Canada
81581816,McBride,,,,,,3,Paradigm%20Shift:%20Globalization%20and%20the%20Canadian%20State
3.25E+06,McBride,,,,,,3,Paradigm%20Shift:%20Globalization%20and%20the%20Canadian%20State
66449212,McBride,,,,,,2,Paradigm%20Shift:%20Globalization%20and%20the%20Canadian%20State
2DCD7D88,Stevenson,,,,,,2,Parallel%20Paths:%20The%20Development%20of%20Nationalism%20in%20Ireland%20and%20Quebec%20
DB839D99,Resnick,,,,,,2,Parliament%20%20vs.%20People
D622837E,Thomas,,,,,,3,Parliament%20and%20Legislatures:%20Central%20to%20Canadian%20Democracy?
0D151E1E,Atkinson,Docherty,,,,,3,Parliament%20and%20Political%20Success%20in%20Canada
EDF86C1A,Massicotte,,,,,,3,Parliament%20in%20the%201990s
A5D40FC7,Malloy,,,,,,1,Parliament:%20Every%20Reform%20Creates%20a%20New%20Problem
5408DD9B,Docherty,,,,,,3,Parliament:%20Making%20the%20Case%20for%20Relevance%20(Chapter%208)
76BDF6C5,Lagasse,,,,,,1,Parliamentary%20and%20Judicial%20Ambivalence%20toward%20Executive%20Prerogative%20Powers%20in%20Canada
69C2DF38,Lagasse,,,,,,1,Parliamentary%20and%20Judicial%20Ambivalence%20toward%20Executive%20Prerogative%20Powers%20in%20Canada
309D2D30,Lagasse,,,,,,1,Parliamentary%20and%20Judicial%20Ambivalence%20toward%20Executive%20Prerogative%20Powers%20in%20Canada
D872C63A,Russell,Sossin,,,,,2,Parliamentary%20Democracy%20in%20Crisis
BD5B5931,Russell,Sossin,,,,,2,Parliamentary%20Democracy%20in%20Crisis
D670D6CC,Russell,Sossin,,,,,2,Parliamentary%20Democracy%20in%20Crisis
52D9C65A,Russell,Sossin,,,,,2,Parliamentary%20Democracy%20in%20Crisis
94DC263B,Russell,Sossin,,,,,2,Parliamentary%20Democracy%20in%20Crisis
DA24AD57,Sharman,,,,,,1,Parliamentary%20Federations%20and%20Limited%20Government:%20Constitutional%20Design%20and%20Redesign%20in%20Australia%20and%20Canada
2C7B49D3,Sharman,,,,,,1,Parliamentary%20Federations%20and%20Limited%20Government:%20Constitutional%20Design%20and%20Redesign%20in%20Australia%20and%20Canada
003EAF5F,Hudon,Poirier,Yates,,,,1,Participation%20politique%2C%20expressions%20de%20la%20citoyenneté%20et%20formes%20organisées%20dengagement%20:%20la%20contribution%20des%20coalitions%20à%20un%20renouvellement%20des%20conceptions%20et%20des%20pratiques
7E6C41C1,Koop,Bittner,,,,,3,Parties%20and%20Elections%20after%202011:%20The%20Fifth%20Canadian%20Party%20System?
CBA1FAC4,Belanger,Stephenson,,,,,3,Parties%20and%20partisans:%20the%20influence%20of%20ideology%20and%20brokerage%20on%20the%20durability%20of%20partisanship%20in%20Canada
447A4348,Sayers,,,,,,2,Parties%2C%20Candidates%20and%20Constituency%20Campaigns%20in%20Canadian%20Elections
DBCEF886,Sayers,,,,,,2,Parties%2C%20Candidates%20and%20Constituency%20Campaigns%20in%20Canadian%20Elections
E7F0363C,Sayers,,,,,,2,Parties%2C%20Candidates%20and%20Constituency%20Campaigns%20in%20Canadian%20Elections
EC517D34,Sayers,,,,,,2,Parties%2C%20Candidates%20and%20Constituency%20Campaigns%20in%20Canadian%20Elections
982558EE,Bittner,Koop,,,,,2,Parties%2C%20Elections%20and%20the%20Future%20of%20Canadian%20Politics
D4EBEC09,Bittner,Koop,,,,,2,Parties%2C%20Elections%20and%20the%20Future%20of%20Canadian%20Politics
B4E65A62,Bittner,Koop,,,,,2,Parties%2C%20Elections%20and%20the%20Future%20of%20Canadian%20Politics
EA11EBA1,Bittner,Koop,,,,,2,Parties%2C%20Elections%20and%20the%20Future%20of%20Canadian%20Politics
1.90E+14,Bittner,Koop,,,,,2,Parties%2C%20Elections%20and%20the%20Future%20of%20Canadian%20Politics
A96EC960,Bittner,Koop,,,,,2,Parties%2C%20Elections%20and%20the%20Future%20of%20Canadian%20Politics
B283E93B,Campbell,Christian,,,,,2,Parties%2C%20Leaders%2C%20and%20Ideologies%20in%20Canada
A0716756,Maioni,,,,,,1,Parting%20at%20the%20Crossroads:%20The%20Development%20of%20Health%20Insurance%20in%20Canada%20and%20the%20United%20States%2C%201940-1965
7E0F61AB,Maioni,,,,,,1,Parting%20at%20the%20Crossroads:%20The%20Development%20of%20Health%20Insurance%20in%20Canada%20and%20the%20United%20States%2C%201940-1965
1182F027,Maioni,,,,,,1,Parting%20at%20the%20Crossroads:%20The%20Development%20of%20Health%20Insurance%20in%20Canada%20and%20the%20United%20States%2C%201940-1965
79652183,Maioni,,,,,,2,Parting%20at%20the%20Crossroads:%20The%20Development%20of%20Health%20Insurance%20in%20Canada%20and%20the%20United%20States%2C%201940-1965
EB687858,Bickerton,Gagnon,Smith,,,,2,Partis%20politiques%20et%20comportement%20électoral%20au%20Canada%20:%20filiations%20et%20affiliations
33808322,Smith,,,,,,1,Partisanship%20as%20Political%20Science:%20A%20Reply%20to%20Rainer%20Knopff%20et%20F.%20L.%20Morton
09194FAD,Smith,,,,,,1,Partisanship%20as%20Political%20Science:%20A%20Reply%20to%20Rainer%20Knopff%20et%20F.%20L.%20Morton
993A7A4B,Haddow,Klassen,,,,,2,Partisanship%2C%20globalization%2C%20and%20Canadian%20labour%20market%20policy:%20four%20provinces%20in%20comparative%20perspective
D1DEE211,Kam,,,,,,2,Party%20Discipline%20and%20Parliamentary%20Politics%20
303B27B8,Kam,,,,,,2,Party%20Discipline%20and%20Parliamentary%20Politics%20
192B1EF3,Kam,,,,,,2,Party%20Discipline%20and%20Parliamentary%20Politics%20
23162ADC,Kam,,,,,,2,Party%20Discipline%20and%20Parliamentary%20Politics%20
BCF16637,Smith,,,,,,3,Party%20Government%20in%20Canada
FB0E00C7,Smith,,,,,,3,Party%20Government%20in%20Canada
D58C194E,Johnston,,,,,,1,Party%20Identification%20Measures%20in%20the%20Anglo-American%20Democracies:%20A%20National%20Survey%20Experiment
609FD779,Johnston,,,,,,1,Party%20Identification:%20Unmoved%20Mover%20or%20Sum%20of%20Preferences?
7FF3C00A,Johnston,,,,,,1,Party%20Identification:%20Unmoved%20Mover%20or%20Sum%20of%20Preferences?
574127AF,Thorburn,Whitehorn,,,,,2,Party%20Politics%20in%20Canada
E9C739E8,Siegfried,,,,,,3,Party%20Politics%20in%20Canada
0290D365,Thorburn,Whitehorn,,,,,2,Party%20Politics%20in%20Canada%208th%20edition%20
EA6E7469,Weller,,,,,,1,Party%20Rules%20and%20the%20Dismissal%20of%20Prime%20Ministers:%20Comparative%20Perspectives%20from%20Britain%2C%20Canada%2C%20and%20Australia
60FDB729,Bashevkin,,,,,,1,Party%20Talk:%20Assessing%20the%20Feminist%20Rhetoric%20of%20Women%20Leadership%20Candidates%20in%20Canada
6BDF3085,Young,,,,,,1,Party%2C%20State%20and%20Political%20Competition%20in%20Canada:%20The%20Cartel%20Model%20Reconsidered
8D5336D5,Harrison,,,,,,2,Passing%20the%20Buck:%20Federalism%20and%20Environmental%20Policy
42DB9AE9,Harrison,,,,,,2,Passing%20the%20Buck:%20Federalism%20and%20Environmental%20Policy
498DAF84,Harrison,,,,,,2,Passing%20the%20Buck:%20Federalism%20and%20Environmental%20Policy
8AADBBA9,Harrison,,,,,,2,Passing%20the%20Buck:%20Federalism%20and%20Environmental%20Policy
06F0F99A,Harrison,,,,,,2,Passing%20the%20Buck:%20Federalism%20and%20Environmental%20Policy
53E518BB,Boychuk,,,,,,2,Patchworks%20of%20Purpose:%20The%20Development%20of%20Provincial%20Social%20Assistance%20Regimes%20in%20Canada
0EC9AA41,Boychuk,,,,,,2,Patchworks%20of%20Purpose:%20The%20Development%20of%20Provincial%20Social%20Assistance%20Regimes%20in%20Canada
ED84DE22,Boychuk,,,,,,2,Patchworks%20of%20Purpose:%20The%20Development%20of%20Provincial%20Social%20Assistance%20Regimes%20in%20Canada
B5CB712C,Boychuk,,,,,,2,Patchworks%20of%20Purpose:%20The%20Development%20of%20Provincial%20Social%20Assistance%20Regimes%20in%20Canada
B0958FCF,Boychuk,,,,,,2,Patchworks%20of%20Purpose:%20The%20Development%20of%20Provincial%20Social%20Assistance%20Regimes%20in%20Canada
2DF1DDB4,Turpel,,,,,,3,Patriarchy%20and%20Paternalism
EF856723,Prince,Abele,,,,,3,Paying%20for%20Self-Determination:%20Aboriginal%20Peoples%2C%20Self-Government%20and%20Fiscal%20Relations%20in%20Canada
4F9AB878,Alfred,,,,,,2,Peace%2C%20Power%2C%20righteousness.%20An%20Indigenous%20Manifesto
E0C1EDB8,Alfred,,,,,,2,Peace%2C%20Power%2C%20righteousness.%20An%20Indigenous%20Manifesto
56E8D3B7,Alfred,,,,,,2,Peace%2C%20Power%2C%20righteousness.%20An%20Indigenous%20Manifesto
5753693,Alfred,,,,,,2,Peace%2C%20Power%2C%20righteousness.%20An%20Indigenous%20Manifesto
F2CAB8F1,Alfred,,,,,,2,Peace%2C%20Power%2C%20righteousness.%20An%20Indigenous%20Manifesto
2C699577,Archer,,,,,,3,Pension%20Funds%20as%20Owners%20and%20Financial%20Intermediaries:%20A%20Review%20of%20Recent%20Canadian%20Experience
B4ACB284,Royal%20Commission%20on%20Aboriginal%20Peoples,,,,,,3,People%20to%20People%2C%20Nation%20to%20Nation
4E11134C,Royal%20Commission%20on%20Aboriginal%20Peoples,,,,,,3,People%20to%20People%2C%20Nation%20to%20Nation
4D95BC6B,Robin,,,,,,2,Pillars%20of%20Profit
0DED6B16,Karmis,,,,,,3,Pluralism%20and%20National%20Identity(ies)%20in%20Quebec:%20Conceptual%20Clarifications%2C%20Typology%20and%20Discourse%20Analysis
32BEE714,Johnston,,,,,,1,Polarized%20Pluralism
5B2CACC7,Johnston,,,,,,1,Polarized%20Pluralism%20in%20the%20Canadian%20Party%20System
20B07A01,Johnston,,,,,,1,Polarized%20Pluralism%20in%20the%20Canadian%20Party%20System
2212C258,Johnston,,,,,,1,Polarized%20Pluralism%20in%20the%20Canadian%20Party%20System
AF6221E1,Johnston,,,,,,1,Polarized%20Pluralism%20in%20the%20Canadian%20Party%20System
9EE90058,Dobuzinskis,Howlett,Laycock,,,,2,Policy%20Analysis%20in%20Canada:%20The%20State%20of%20the%20Art
B8CE736C,Dobuzinskis,Howlett,Laycock,,,,2,Policy%20Analysis%20in%20Canada:%20The%20State%20of%20the%20Art
81D9A87F,Tuohy,,,,,,2,Policy%20and%20Politics%20in%20Canada:%20Institutionalized%20
AAD8EFC4,Tuohy,,,,,,2,Policy%20and%20Politics%20in%20Canada:%20Institutionalized%20
91B9F916,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
54194F9E,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
7C24F973,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
E9AAD3C5,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
502B2898,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
DF3C61AB,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
BA4C23AE,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
10634409,Coleman,Skogstad,,,,,2,Policy%20Communities%20and%20Policy%20Making%20in%20Canada
E8E598A2,Conteh,,,,,,2,Policy%20governance%20in%20multi-level%20systems%20:%20economic%20development%20and%20policy%20implementation%20in%20Canada%20
D2741C69,Skogstad,,,,,,3,Policy%20Networks%20and%20Policy%20Communities:%20Conceptualizing%20State-Societal%20Relations%20in%20the%20Policy%20Process
08D487C5,Skogstad,,,,,,3,Policy%20Networks%20and%20Policy%20Communities:%20Conceptualizing%20State-Societal%20Relations%20in%20the%20Policy%20Process
1F4D2721,Skogstad,,,,,,3,Policy%20Networks%20and%20Policy%20Communities:%20Conceptualizing%20State-Societal%20Relations%20in%20the%20Policy%20Process
72B9C691,Atkinson,Coleman,,,,,1,Policy%20Networks%2C%20Policy%20Communities%20and%20the%20Problems%20of%20Governance
E22CF51F,Hall,,,,,,1,Policy%20Paradigms%2C%20Social%20Learning%2C%20and%20the%20State
6DD188BD,Dobuzinskis,Howlett,Laycock,,,,2,Policy%20Studies%20in%20Canada:%20The%20State%20of%20the%20Art
E26F7461,Carty,,,,,,2,Policy%2C%20Politics%20and%20Government%20in%20British%20Columbia
771C6099,Carty,,,,,,2,Policy%2C%20Politics%20and%20Government%20in%20British%20Columbia
C7E410D3,Gibbins,,,,,,3,Political%20Action%20on%20Stage%20West
321FBE5C,Pinard,,,,,,1,Political%20Ambivalence%20Towards%20the%20Parti%20Quebecois%20and%20its%20Electoral%20Consequences
E99B448B,Clarke,,,,,,2,Political%20Choice%20in%20Canada
A08B1F41,Clarke,,,,,,2,Political%20Choice%20in%20Canada
53949086,Clarke,,,,,,2,Political%20Choice%20in%20Canada
12B4FB99,Marland,Giasson,Small,,,,2,Political%20Communication%20in%20Canada:%20Meet%20the%20Press%20and%20Tweet%20the%20Rest
52E472EC,Marland,,,,,,3,Political%20Communication%20in%20Canada:%20Strategies%20and%20Tactics%20(Chapter%2014)
FBF868FE,Tufte,,,,,,2,Political%20Control%20of%20the%20Economy
AE23464B,Tufte,,,,,,2,Political%20Control%20of%20the%20Economy
83A81A4D,Harell,Dechatelets,,,,,3,Political%20Culture(s)%20in%20Canada:%20Orientations%20to%20Politics%20in%20a%20Pluralist%2C%20Multicultural%20Federation%20(Chapter%2011)
5B80FDC3,Harell,Dechatelets,,,,,3,Political%20Culture(s)%20in%20Canada:%20Orientations%20to%20Politics%20in%20a%20Pluralist%2C%20Multicultural%20Federation%20(Chapter%2011)
B64C750C,Kanji,,,,,,3,Political%20Discontent%2C%20Human%20Capital%20and%20Representative%20Governance%20in%20Canada
7506B7B6,Graefe,,,,,,3,Political%20Economy%20and%20Canadian%20Public%20Policy
AE8A95E6,Graefe,,,,,,3,Political%20Economy%20and%20Canadian%20Public%20Policy
391816D8,Graefe,,,,,,3,Political%20Economy%20and%20Canadian%20Public%20Policy
81C1B303,Pal,,,,,,1,Political%20Economy%20as%20a%20Hegemonic%20Project
B6800356,MacDermid,,,,,,3,Political%20Funding%20Regimes%20and%20Political%20Communications
8C07E0A2,Bazowski,,,,,,3,Political%20Ideologies%20in%20Canada:%20Whats%20Left?%20Whats%20Right?
9B2E90C7,Smith,,,,,,2,Political%20Institutions%20and%20Lesbian%20and%20Gay%20Rights%20in%20the%20United%20States%20and%20Canada
AD9EF438,Smith,,,,,,2,Political%20Institutions%20and%20Lesbian%20and%20Gay%20Rights%20in%20the%20United%20States%20and%20Canada
F4B83F07,Smith,,,,,,2,Political%20Institutions%20and%20Lesbian%20and%20Gay%20Rights%20in%20the%20United%20States%20and%20Canada
5A7B796E,Steinmo,,,,,,1,Political%20Institutions%20and%20Tax%20Policy%20in%20the%20United%20States%2C%20Sweden%2C%20and%20Britain
2E444C53,Sharman,,,,,,4,Political%20Legitimacy%20for%20an%20Appointed%20Senate
C39DEF83,Blakeney,Borins,,,,,3,Political%20Management%20in%20Canada%20
6605301C,Marland,Giasson,Jennifer%20Lees-Marshment,,,,2,Political%20Marketing%20in%20Canada
D8E441A9,Cross,,,,,,2,Political%20Parties
D877E639,Cross,,,,,,2,Political%20Parties
F65F89ED,Cross,,,,,,2,Political%20Parties
F5F381C0,Cross,,,,,,2,Political%20Parties
DDB9E37E,Christian,Campbell,,,,,2,Political%20Parties%20and%20Ideologies%20in%20Canada.
155E890B,Christian,Campbell,,,,,2,Political%20Parties%20and%20Ideologies%20in%20Canada.%203rd%20Edition
7F948070,Christian,Campbell,,,,,2,Political%20Parties%20and%20Ideologies%20in%20Canada.%203rd%20Edition
7FF604A0,Johnston,,,,,,3,Political%20Parties%20and%20the%20Electoral%20System
B0345704,Johnston,,,,,,3,Political%20Parties%20and%20the%20Electoral%20System
FDB2AEE6,Johnston,,,,,,3,Political%20Parties%20and%20the%20Electoral%20System
DDA10248,Johnston,,,,,,3,Political%20Parties%20and%20the%20Electoral%20System
6AA5970D,Johnston,,,,,,3,Political%20Parties%20and%20the%20Electoral%20System
337C9264,Johnston,,,,,,3,Political%20Parties%20and%20the%20Electoral%20System
344AC1E2,Carty,Cross,,,,,3,Political%20Parties%20and%20the%20Practice%20of%20Brokerage%20Politics
E252EBFE,Carty,Cross,,,,,3,Political%20Parties%20and%20the%20Practice%20of%20Brokerage%20Politics
CE15F7F9,Cross,,,,,,2,Political%20Parties%2C%20Representation%2C%20and%20Electoral%20Democracy%20in%20Canada
0774D819,Cross,,,,,,2,Political%20Parties%2C%20Representation%2C%20and%20Electoral%20Democracy%20in%20Canada
7BA61198,Soederberg,,,,,,1,Political%20Restructuring%20of%20Exploitation:%20An%20Historical%20Materialist%20Account%20of%20the%20Emergence%20of%20Neoliberalism%20in%20Canada
0EE39EF1,Aucoin,,,,,,1,Political%20Science%20and%20Democratic%20Governance
CC128AA7,Hall,Taylor,,,,,1,Political%20Science%20and%20the%20Three%20Institutionalisms
D01E54BC,Hall,Taylor,,,,,1,Political%20Science%20and%20the%20Three%20Institutionalisms
01DC9466,Cairns,,,,,,1,Political%20Science%20in%20Canada%20and%20the%20Americanization%20Issue
5F662752,Cairns,,,,,,1,Political%20Science%20in%20Canada%20and%20the%20Americanization%20Issue
6E7F966F,Cairns,,,,,,1,Political%20Science%20in%20Canada%20and%20the%20Americanization%20Issue
3E8B55F5,Cairns,,,,,,1,Political%20Science%20in%20Canada%20and%20the%20Americanization%20Issue
74C1D84A,Simeon,,,,,,2,Political%20Scientists%20and%20the%20Study%20of%20Federalism%20in%20Canada:%20Seven%20Decades%20of%20Scholarly%20Engagement
5E5C13B2,Simeon,,,,,,2,Political%20Scientists%20and%20the%20Study%20of%20Federalism%20in%20Canada:%20Seven%20Decades%20of%20Scholarly%20Engagement
DFEC3B97,Simeon,,,,,,2,Political%20Scientists%20and%20the%20Study%20of%20Federalism%20in%20Canada:%20Seven%20Decades%20of%20Scholarly%20Engagement
4EA17E76,Simeon,,,,,,2,Political%20Scientists%20and%20the%20Study%20of%20Federalism%20in%20Canada:%20Seven%20Decades%20of%20Scholarly%20Engagement
0E4127B9,Simeon,,,,,,2,Political%20Scientists%20and%20the%20Study%20of%20Federalism%20in%20Canada:%20Seven%20Decades%20of%20Scholarly%20Engagement
5545FBDB,Fierlbeck,,,,,,2,Political%20Thought%20in%20Canada:%20An%20Intellectual%20History
01CC200C,Atkinson,Bierling,,,,,1,Politicians%2C%20the%20Public%20and%20Political%20Ethics:%20Worlds%20Apart
8C4C6BE5,Shapiro,,,,,,2,Politics%20against%20Domination
12EE862C,Feldman,Goldrick,,,,,2,Politics%20and%20Government%20of%20Urban%20Canada
FEA99015,Orenstein,Stevenson,,,,,2,Politics%20and%20Ideology%20in%20Canada:%20Elite%20and%20Public%20Opinion%20in%20the%20Transformation%20of%20a%20Welfare%20State
AA92A4A2,Orenstein,Stevenson,,,,,2,Politics%20and%20Ideology%20in%20Canada:%20Elite%20and%20Public%20Opinion%20in%20the%20Transformation%20of%20a%20Welfare%20State
65551C19,Ornstein,Stevenson,,,,,2,Politics%20and%20Ideology%20in%20Canada:%20Elite%20and%20Public%20Opinion%20in%20the%20Transformation%20of%20a%20Welfare%20State
50D1A475,Orenstein,Stevenson,,,,,2,Politics%20and%20Ideology%20in%20Canada:%20Elite%20and%20Public%20Opinion%20in%20the%20Transformation%20of%20a%20Welfare%20State
E1D872ED,Rothman,Lichter,Nevitte,,,,1,Politics%20and%20Professional%20Advancement%20among%20College%20Faculty
59FCF0D9,Monahan,,,,,,2,Politics%20and%20the%20Constitution:%20The%20Charter%2C%20Federalism%20and%20the%20Supreme%20Court%20of%20Canada%20
8F1DDEBB,Monahan,,,,,,2,Politics%20and%20the%20Constitution:%20The%20Charter%2C%20Federalism%20and%20the%20Supreme%20Court%20of%20Canada%20
BE75AD7A,McKeen,Porter,,,,,3,Politics%20and%20Transformation:%20Welfare%20State%20Restructuring%20in%20Canada
DE97EA5B,McKeen,Porter,,,,,3,Politics%20and%20Transformation:%20Welfare%20State%20Restructuring%20in%20Canada
E96E45C0,Vickers,Rankin,Appelle,,,,2,Politics%20as%20if%20Women%20Mattered:%20A%20Political%20Analysis%20of%20the%20National%20Action%20Committee%20on%20the%20Status%20of%20Women
AB5A823A,Cross,Blais,,,,,2,Politics%20at%20the%20Centre:%20The%20Selection%20and%20Removal%20of%20Party%20Leaders%20in%20the%20Anglo%20Parliamentary%20Democracies
6F873E12,Jackson,Jackson,,,,,2,Politics%20in%20Canada:%20Culture%2C%20Institutions%2C%20Behaviour%20and%20Public%20Policy%2C%205th%20ed.
ACE22B41,Abu-Laban,Jhappan,Rocher,,,,3,Politics%20in%20North%20America:%20Redefining%20Continental%20Relations%20
41BF201F,Kymlicka,,,,,,2,Politics%20in%20the%20Vernacular:%20Nationalism%2C%20Multiculturalism%20and%20Citizenship
2DCC548B,Carty,Eagles,,,,,2,Politics%20is%20Local:%20National%20Politics%20at%20the%20Grassroots
B0335B32,Carty,Eagles,,,,,2,Politics%20is%20Local:%20National%20Politics%20at%20the%20Grassroots
C700E25F,Carty,Eagles,,,,,3,Politics%20is%20Local:%20National%20Politics%20at%20the%20Grassroots
8C8A27BB,Good,,,,,,2,Politics%20of%20Public%20Money:%20Spenders%2C%20Guardians%2C%20Priority%20Setters%2C%20and%20Financial%20Watchdogs%20inside%20the%20Canadian%20Government
72126184,Good,,,,,,2,Politics%20of%20Public%20Money:%20Spenders%2C%20Guardians%2C%20Priority%20Setters%2C%20and%20Financial%20Watchdogs%20inside%20the%20Canadian%20Government
3DD617FE,Good,,,,,,3,Politics%20of%20Public%20Money:%20Spenders%2C%20Guardians%2C%20Priority%20Setters%2C%20and%20Financial%20Watchdogs%20inside%20the%20Canadian%20Government
3280B971,Brodie,,,,,,2,Politics%20on%20the%20Margins:%20Restructuring%20and%20the%20Canadian%20Womens%20Movement
74DAC418,Brodie,,,,,,2,Politics%20on%20the%20Margins:%20Restructuring%20and%20the%20Canadian%20Womens%20Movement
F62762E0,Brodie,,,,,,2,Politics%20on%20the%20Margins:%20Restructuring%20and%20the%20Canadian%20Womens%20Movement
0766FFEA,Nesbitt-Larking,,,,,,2,Politics%2C%20Society%2C%20and%20the%20Media
4A703B79,Kramer,,,,,,1,Popular%20Constitutionalism
E7D68877,Cameron,,,,,,3,Post-Modern%20Ontario%20and%20The%20Laurentian%20Thesis
128D047F,Campbell,,,,,,1,Pour%20convaincre%20les%20sceptiques%20:%20à%20propos%20des%20idées%20et%20des%20critiques%20de%20la%20théorie%20du%20choix%20rationnel
9BCE102C,Montpetit,,,,,,1,Pour%20en%20finir%20avec%20le%20lobbying%20:%20comment%20les%20institutions%20canadiennes%20influencent%20laction%20des%20groupes%20dintérêts
F54C2BEB,Montpetit,,,,,,1,Pour%20en%20finir%20avec%20le%20lobbying:%20comment%20les%20institutions%20canadiennes%20influencent%20laction%20des%20groupes%20dintérets
324260FA,Montpetit,,,,,,1,Pour%20en%20finir%20avec%20le%20lobbying:%20comment%20les%20institutions%20canadiennes%20influencent%20laction%20des%20groupes%20dintérets
DBE53CD2,Laforest,,,,,,2,Pour%20la%20liberte%20dune%20societe%20distincte
2D21E6AE,Haddow,,,,,,2,Poverty%20Reform%20in%20Canada%2C%201958-1978:%20State%20and%20Class%20Influence%20on%20Policy%20Making
B4BEFA46,Taras,,,,,,2,Power%20and%20Betrayal%20in%20the%20Canadian%20Media
A5E5366D,Noel,,,,,,1,Power%20and%20Purpose%20in%20Intergovernmental%20Relations
78C4CEA2,Sinclair,Ommer,,,,,2,Power%20and%20Restructuring:%20Canadas%20Coastal%20Society%20and%20Environment
C85992F7,Savoie,,,,,,3,Power%20at%20the%20Apex:%20Executive%20Dominance%20(Chapter%207)
823D4F92,Tarrow,,,,,,2,Power%20in%20Movement:%20Social%20Movements%20and%20Contentious%20Politics
16E9B07A,Haddow,,,,,,1,Power%20Resources%20and%20the%20Canadian%20Welfare%20State:%20Unions%2C%20Partisanship%20and%20Interprovincial%20Differences%20in%20Inequality%20and%20Poverty%20Reduction
B2366D6C,Haddow,,,,,,1,Power%20Resources%20and%20the%20Canadian%20Welfare%20State:%20Unions%2C%20Partisanship%20and%20Interprovincial%20Differences%20in%20Inequality%20and%20Poverty%20Reduction
E8AEB4A4,Lyon,,,,,,2,Power%20Shift:%20From%20Party%20Elites%20to%20Informed%20Citizens
449FE90B,Savoie,,,,,,2,Power:%20Where%20is%20it?
3F8229DF,Richards,Pratt,,,,,2,Prairie%20Capitalism:%20Power%20and%20Influence%20in%20the%20New%20West
580348EC,Richards,Pratt,,,,,2,Prairie%20Capitalism:%20Power%20and%20Influence%20in%20the%20New%20West
F0330546,Richards,Pratt,,,,,2,Prairie%20Capitalism:%20Power%20and%20Influence%20in%20the%20New%20West
2F4F5F51,Pratt,Richards,,,,,2,Prairie%20capitalism:%20power%20and%20influence%20in%20the%20New%20West
061D29F2,Richards,Pratt,,,,,2,Prairie%20Capitalism:%20Power%20and%20Influence%20in%20the%20New%20West
A96A1744,Hibbing,Smith,Alford,,,,2,Predisposed:%20Liberals%2C%20Conservatives%20and%20the%20Biology%20of%20Political%20Differences
D2E1EFB6,Flanagan,,,,,,2,Premières%20Nations?%20Second%20Regards
B25B1B5E,Flanagan,,,,,,3,Premières%20nations?%20Seconds%20regards
BDDD745F,Courchene,,,,,,1,Presidential%20Address:%20Mons%20Pays%2C%20Cest%20LHiver:%20Reflections%20of%20a%20Market%20Populist
8CB3E9B3,Haggard,McCubbins,,,,,3,Presidents%2C%20Parliaments%2C%20and%20Policy
C2264818,Pross,,,,,,2,Pressure%20Groups%20Behaviour%20in%20Canadian%20Politics
F41797DA,Bakvis,,,,,,1,Prime%20Minister%20and%20Cabinet%20in%20Canada:%20An%20Autocracy%20in%20Need%20of%20Reform
B9E59416,Bakvis,,,,,,1,Prime%20Minister%20and%20Cabinet%20in%20Canada:%20An%20Autocracy%20in%20Need%20of%20Reform
E093C47C,Bakvis,,,,,,1,Prime%20Minister%20and%20Cabinet%20in%20Canada:%20An%20Autocracy%20in%20Need%20of%20Reform
C18D882F,Bakvis,,,,,,1,Prime%20Minister%20and%20Cabinet%20in%20Canada:%20An%20Autocracy%20in%20Need%20of%20Reform
626B0B11,McBride,Whiteside%20H.,,,,,2,Private%20Affluence%2C%20Public%20Austerity:%20Economic%20Crisis%20Democratic%20Malaise%20in%20Canada
83C8CA81,McBride,Whiteside%20H.,,,,,3,Private%20Affluence%2C%20Public%20Austerity:%20Economic%20Crisis%20Democratic%20Malaise%20in%20Canada
0A53D964,Shapiro,,,,,,2,Problems%2C%20Methods%20and%20Theories%20in%20the%20Study%20of%20Politics%20or%20Whats%20Wrong%20with%20Political%20Science%20and%20What%20to%20Do%20About%20it
A029005F,Siegel,Rasmussen,,,,,2,Professionalism%20and%20Public%20Service:%20%20Essays%20in%20Honour%20of%20Kenneth%20Kernaghan
